Timestamp,Please indicate whether or not you consent to participate,Do you answer Stack Overflow questions related to object-oriented programming (preferably Java)? ,How many years of experience do you have in object-oriented programming (preferably Java)?,Profession,Year(s) of experience in software development,What is your account age (in year) in Stack Overflow?,How many questions have you answered in Stack Overflow?,Reproducibility status,Did you find the following challenges? [Class/Interface/Method not found],Did you find the following challenges? [Important part of code missing],Did you find additional challenges while reproducing the issues (other than the above-mentioned list of challenges)? Report the challenges and explain briefly why such challenges appear.,Please give the modified code example.,List of actions performed to reproduce the issue,Did you perform additional actions while reproducing the issues (other than the above-mentioned list of actions)? Report the actions and explain briefly why such actions need to perform.,Please give the modified code example.,Mental demand,Physical demand,Temporal demand,Performance,Effort,Frustration level,Reproducibility status,Did you find the following challenges? [External library not found],Did you find the following challenges? [Identifier/Object type not found],Did you find the following challenges? [Too short code snippet],Did you find additional challenges while reproducing the issues (other than the above-mentioned list of challenges)? Report the challenges and explain briefly why such challenges appear.,Please give the modified code example.,List of actions performed to reproduce the issue,Did you perform additional actions while reproducing the issues (other than the above-mentioned list of actions)? Report the actions and explain briefly why such actions need to perform.,Please give the modified code example.,Mental demand,Physical demand,Temporal demand,Performance,Effort,Frustration level,Reproducibility status,Did you find the following challenges?  [Class/Interface/Method not found],Did you find the following challenges?  [Database/File/UI dependency],Did you find additional challenges while reproducing the issues (other than the above-mentioned list of challenges)? Report the challenges and explain briefly why such challenges appear.,Please give the modified code example.,List of actions performed to reproduce the issue,Did you perform additional actions while reproducing the issues (other than the above-mentioned list of actions)? Report the actions and explain briefly why such actions need to perform.,Please give the modified code example.,Mental demand,Physical demand,Temporal demand,Performance,Effort,Frustration level,Reproducibility status,"Did you find the following challenge?  [Outdated code (e.g., AudioStream / AudioPlayer class is outdated) ]",Did you find additional challenges while reproducing the issues (other than the above-mentioned list of challenges)? Report the challenges and explain briefly why such challenges appear.,Please give the modified code example.,List of actions performed to reproduce the issue,Did you perform additional actions while reproducing the issues (other than the above-mentioned list of actions)? Report the actions and explain briefly why such actions need to perform.,Please give the modified code example.,Mental demand,Physical demand,Temporal demand,Performance,Effort,Frustration level,What are the impacts on the reproducibility challenges to answer a question? [Class/Interface/Method not found],What are the impacts on the reproducibility challenges to answer a question? [Important part of code missing],What are the impacts on the reproducibility challenges to answer a question? [External library not found],What are the impacts on the reproducibility challenges to answer a question? [Identifier/Object type not found],What are the impacts on the reproducibility challenges to answer a question? [Too short code snippet],What are the impacts on the reproducibility challenges to answer a question? [Database/File/UI dependency],What are the impacts on the reproducibility challenges to answer a question? [Outdated code],Please provide the rationale for your selections above in a couple of sentences,"Given a strict budget to solve the catalog of reproducibility challenges, which three you would like to prioritize above others? [First choice]","Given a strict budget to solve the catalog of reproducibility challenges, which three you would like to prioritize above others? [Second choice]","Given a strict budget to solve the catalog of reproducibility challenges, which three you would like to prioritize above others? [Third choice]",What kind of tool support do you need to assist with these reproducibility challenges? ,How do you agree with the following options? [A tool that suggests users improve the code examples to support reproducibility],How do you agree with the following options? [A tool that warns users about reproducibility challenges that are severe or may block the reproducibility],"How do you agree with the following options? [An IDE (e.g., Eclipse) plugin support reproducibility]",How do you agree with the following options? [A browser plugin to support reproducibility],How do you agree with the following options? [A website that guides users to improve reproducibility],How do you agree with the following options? [A static analyzer that examines code segments to find reproducibility challenges]
2020/06/26 7:06:36 AM CDT,I consent to participate in the study,Yes,05-Mar,Software Developer,05-Mar,2 or less,10-Jan,I cannot reproduce the issue,Yes,Yes,,"public void restart(){
        Game g = new Game();
        g.reset();
        g.playGame();
    }

class Game{
    String attr1,attr2;

    public void reset(){
        this.attr1=null;
        this.attr2=null;
    }
    public Game()
    {

    }
    public Game(String attr1, String attr2) {

        this.attr1 = attr1;
        this.attr2 = attr2;
    }
    public void playGame(){
        // Play Game logic Here
    }

}",,,,9,5,6,4,8,4,I cannot reproduce the issue,Yes,Yes,Yes,,XMLType poxml = XMLType.createXML(orset.getOPAQUE(1)); ,,,,10,8,9,6,9,7,I cannot reproduce the issue,Yes,Yes,,I can't really,,,,10,10,10,6,9,8,I can reproduce the issue,,,,"External File, Database and Dataset Creation",,Instead of src folder the s1.wav file should be located on project root folder,8,9,9,9,10,4,Blocker,Blocker,Severe,Severe,Blocker,Severe,Severe,"As I already answered most of the time we are irritated to help with question without proper playground. ( class not found, Important code missing... etc)",C1,C2,C5,Something like submit my code and got some information which i need to provide to get more helpful answers.,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree
2020/06/27 10:57:59 AM CDT,I consent to participate in the study,Yes,08-Jun,Software Developer,05-Mar,05-Mar,20-Nov,I cannot reproduce the issue,Yes,Yes,,"public class HelloWorld{

     public static void main(String []args){
        new HelloWorld().restart();
     }
     
     public void restart(){
        Game g = new Game();
        g.playGame();
    }
}",,,,8,2,2,5,2,10,I cannot reproduce the issue,Yes,Yes,Yes,,"public class HelloWorld{

     public static void main(String []args){
        Object poxml = XMLType(rs.getOPAQUE(1));
     }
}",,,,8,2,2,5,5,10,I cannot reproduce the issue,Yes,No,,"public class HelloWorld{

     public static void main(String []args){
        final DocumentRegistryResource documentRegistryResource = 
            RestClientFactory.getInstance().createDocumentRegistryResource(
                getUserRestAuth());
        final File importFile = new File(
            this.getClass().getResource(""/documents-template-test.xml"").getFile());
     }
}",,,,9,2,6,8,5,6,I can reproduce the issue,,,,"Inclusion of Native and External Libraries;Object Creation, Identifier Declaration and Initialization;External File, Database and Dataset Creation","Moved “s1.wav” file from ""project-root/src"" to ""project-root/""","package com.parvezmrobin.helloworld;

import sun.audio.AudioPlayer;
import sun.audio.AudioStream;

import java.io.FileInputStream;
import java.io.IOException;
import java.io.InputStream;

public class Main {

    public static void main(String[] args) {
        System.out.println(System.getProperty(""user.dir""));
        MusicPlayer mp = new MusicPlayer(""s1.wav"");
        mp.play();
    }
}

class MusicPlayer {

    private String filename;

    public MusicPlayer(String filename) {
        this.filename = filename;
    }

    public void play() {
        try {
            InputStream in = new FileInputStream(filename);
            AudioStream as = new AudioStream(in);
            AudioPlayer.player.start(as);

        } catch (IOException e) {
            e.printStackTrace();
        }
    }
}
",6,6,10,9,8,2,Moderate,Blocker,Blocker,Severe,Blocker,Not a problem,Not a problem,"Generally db/file can be dummied, outdated code can be run using proper versioning, modern IDEs can suggest Class/Interface properly.",C5,C2,C3,"That can suggest me if I provided necessary details as well as 1. my question title is correctly reflect the problem so that the answerer starts reading the question in proper mindset, 2. my question is not so big that some answerers just skip reading it.",Agree,Agree,Neutral,Strongly agree,Strongly disagree,Neutral
2020/06/28 10:44:41 AM CDT,I consent to participate in the study,Yes,05-Mar,Software Developer,2 or less,2 or less,10-Jan,I cannot reproduce the issue,Yes,Yes,,"    public class HelloWorld{
    
         public static void main(String []args){
            System.out.println(""Hello World"");
            HelloWorld helloWorld = new HelloWorld();
            helloWorld.restart();
         }
         
        public void restart(){
        Game g = new Game();
        g.playGame();
      }
      
    }
    
    
     public class Game{
         
        public void playGame(){
            int  score = 0;
              if(isConditionTrue){
                  score++;
              }
          }
      }",,,,3,3,3,3,3,3,I cannot reproduce the issue,Yes,Yes,Yes,," poxml = XMLType(rs.getOPAQUE(1));
//There might a possibility that getOPAQUE(1) method is missing or spelled //mistakenly",,,,2,2,2,2,2,2,I cannot reproduce the issue,Yes,Yes,,"this.getClass().getResource(""/documents-template-test.xml"")
// I am not sure why it occurs.. maybe some how file gets deleted after 1st invocation",,,,6,5,5,3,6,6,I cannot reproduce the issue,Yes,,"I think there is some problem with project structure. We can try to keep it in this way
src/
   main
      main.java
     s1.wav",,,,5,5,5,5,5,5,Severe,Moderate,Moderate,Severe,Severe,Moderate,No opinion,1. Some of the problems I do not understand proerly as these are too short code snipet,C5,C2,C1,IDE,Strongly agree,Agree,Agree,Neutral,Agree,Agree
2020/06/28 3:56:12 PM CDT,I consent to participate in the study,Yes,15 or more,Student,2 or less,05-Mar,10-Jan,I cannot reproduce the issue,Yes,Yes,,"public void restart(){
        Game g = new Game();
        g.playGame();
    }
public class Game{
...............
}
public void playGame(){
...............
}",,,,9,9,7,2,9,9,I can reproduce the issue,,,,,,No Action,, poxml = XMLType(rs.getOPAQUE(1));,3,2,2,9,2,2,I cannot reproduce the issue,Yes,Yes,,"final DocumentRegistryResource documentRegistryResource = 
    RestClientFactory.getInstance().createDocumentRegistryResource(
        getUserRestAuth());
final File importFile = new File(
    this.getClass().getResource(""/documents-template-test.xml"").getFile());",,,,9,8,5,2,9,9,I cannot reproduce the issue,Yes,,"public class MusicPlayer {

        private String filename;

        public MusicPlayer(String filename) {
            this.filename = filename;
        }
        public void play() {
            try {
                InputStream in = new FileInputStream(filename);
                AudioStream as = new AudioStream(in);
                AudioPlayer.player.start(as); 

            } catch (IOException e) {
                    e.printStackTrace();
                }                 
    }",,,,10,9,8,1,10,10,Moderate,Blocker,Blocker,Moderate,Not a problem,Moderate,No opinion,Providing methods and addition of important parts of the code snippets would be helpful for answering the questions.,C1,C2,C6,"I did not understand this question, maybe some example would be helpful?",Agree,Disagree,Agree,Neutral,Agree,Neutral
2020/06/28 9:06:38 AM CDT,I consent to participate in the study,Yes,05-Mar,Software Developer,2 or less,05-Mar,20-Nov,I cannot reproduce the issue,Yes,Yes,Dependency with other classes is missing in the code. Other class objects may not have reset.,"public class Game{
    public int score;
    protected int level;
    ... 
    public void playGame()
    {
       // code here
    }
}

public class ResetGame{
    public void restart(){
        Game g = new Game();
        g.playGame();
    }
}",,,,6,5,6,6,8,4,I cannot reproduce the issue,Yes,Yes,No,NO,"import java.util.concurrent.atomic.AtomicReference; 

public class HelloWorld{

     public static void main(String []args){
        AtomicReference<type_here> rs = new AtomicReference<type_here>(); 
        type_here poxml;
        
        poxml = XMLType(rs.getOPAQUE(1));
     }
}",,,,8,6,6,8,7,3,I cannot reproduce the issue,No,Yes,External library not found,"import java.io.File;
// import for DocumentRegistryResource
public class Test{
    public static void main(String args[])
    {
        final DocumentRegistryResource documentRegistryResource =  RestClientFactory.getInstance().createDocumentRegistryResource(getUserRestAuth());
        final File importFile = new File(this.getClass().getResource(""/documents-template-test.xml"").getFile());
    }
}",,,,4,7,6,5,7,5,I cannot reproduce the issue,Yes,No,NA,,,,8,9,7,3,6,7,Severe,Blocker,Moderate,Moderate,Moderate,Moderate,Moderate,"The questioner usually focuses only on the code snippet that causes the issues. Therefore, the other important part of the codes such as the unknown/3rd party library is missing, the actual implementation of the method/class missing, etc.",C2,C1,C5,Linter for individual programming language,Strongly agree,Agree,Agree,Agree,Neutral,Neutral
2020/06/29 10:27:12 PM CDT,I consent to participate in the study,Yes,14-Dec,Research engineer,14-Dec,2 or less,10-Jan,I cannot reproduce the issue,Yes,Yes,I did not find any other challenges.,"public void restart(){
    Game g = new Game();
    g.playGame();
}",,,,1,1,1,1,1,1,I cannot reproduce the issue,Yes,Yes,Yes,I did not find additional challenges.,poxml = XMLType(rs.getOPAQUE(1));,,,,1,1,1,1,1,1,I cannot reproduce the issue,Yes,Yes,No other additional challenges.,"final DocumentRegistryResource documentRegistryResource = 
    RestClientFactory.getInstance().createDocumentRegistryResource(
        getUserRestAuth());
final File importFile = new File(
    this.getClass().getResource(""/documents-template-test.xml"").getFile());",,,,4,1,1,1,1,1,I cannot reproduce the issue,Yes,We need an audio file to test the code.,"public class MusicPlayer {

private String filename;

public MusicPlayer(String filename) {
    this.filename = filename;
}
public void play() {
    try {
            InputStream in = new FileInputStream(filename);
            AudioStream as = new AudioStream(in);
            AudioPlayer.player.start(as); 

    } catch (IOException e) {
            e.printStackTrace();
    }          
}",,,,1,1,1,1,1,1,Blocker,Blocker,Blocker,Severe,Severe,Severe,Severe,I have selected on the basis of my experience from the prior four issues.,C1,C3,C5,"I think no tool support is required. If we ask the problem poster to give more details to answer the question, he/she will give those. If some one faces a problem and posts it to Stack-Overflow without enough information, we can just ask him to give the required information. If he does not give the information, it should mostly be the case that he has already solved the problem. Again, this is his responsibility to give enough information so that others can solve his problem.",Neutral,Agree,Disagree,Disagree,Disagree,Agree
2020/06/29 10:58:30 AM CDT,I consent to participate in the study,Yes,08-Jun,Student,08-Jun,2 or less,10-Jan,I cannot reproduce the issue,Yes,Yes,"To reproduce the error in addition to the game class and associated methods, we need another class which contains the restart method. Based on the type of that class (static or none-static) we might need to know how this class in instantiated.","public class StartNewGame{

     public void restart(){
        Game g = new Game();
        g.playGame();
     }
}

public class StartProgram(StartNewGame sng){
    
    StartNewGame sng_local = sng;
    
    public void Run(){
        sng_local.restart()
    }
}

var sp = StartProgram(new StartNewGame())
sp.Run()",,,,3,1,1,4,3,3,I cannot reproduce the issue,Yes,Yes,Yes,,"public class HelloWorld{

     public static void main(String []args){
        System.out.println(""Hello World"");
     }
}

public class XmlHelper{
    
    public some_unknown_type convert(){
        poxml = XMLType(rs.getOPAQUE(1));
        return poxml;
    }
    
}",,,,2,1,3,1,1,1,I cannot reproduce the issue,Yes,Yes,"This is definitely only a part of code but I'm not familiar with ""final"" operand in Java and cannot modify the code","final DocumentRegistryResource documentRegistryResource = 
    RestClientFactory.getInstance().createDocumentRegistryResource(
        getUserRestAuth());
        
final File importFile = new File(
    this.getClass().getResource(""/documents-template-test.xml"").getFile());
BUT, at the 2nd and 3rd invocation, i receive a null exception:

this.getClass().getResource(""/documents-template-test.xml"")",,,,5,1,2,1,2,4,I cannot reproduce the issue,Yes,I suppose FileInputStream class is in one of the Java libraries so there shouldn't be a problem but AudioStream and AudioPlayer are needed. If AudioPlayer is an static class so it can be called without instantiation otherwise we need to first make an instance of the AudioPlayer class.,"public class MusicPlayer {

private String filename;

public MusicPlayer(String filename) {
    this.filename = filename;
}

public void play() {
    try {
            InputStream in = new FileInputStream(filename);
            AudioStream as = new AudioStream(in);
            AudioPlayer.player.start(as); 

    } catch (IOException e) {
            e.printStackTrace();
    }          
}

MusicPlayer mp = new MusicPlayer(""file path"");
mp.play();",,,,2,1,2,4,2,2,Moderate,Blocker,Blocker,Severe,Blocker,Moderate,Moderate,"When in a code some Java built-in libraries are missing it's not a big deal, the IDE can identify them and add the needed libraries. But when an external library is missing it make the process more time-consuming to reproduce the error. In some cases the code from external libraries are not something frequently used like the xml question and it event make more difficult to answer the question.",C1,C5,C3,I'm not familiar with Java tools,Agree,Disagree,Strongly agree,Agree,Strongly disagree,Strongly agree
2020/06/29 3:18:24 PM CDT,I consent to participate in the study,Yes,11-Sep,Student,05-Mar,05-Mar,10-Jan,I cannot reproduce the issue,Yes,Yes,N/A,"public class NewClass {
    public static void main(String[] args) {

    }

    public void restart() {
        Game g = new Game();
        g.playGame();
    }

}
",,,,1,1,3,8,8,4,I cannot reproduce the issue,Yes,Yes,Yes,N/A,"public class NewClass {
    public static void main(String[] args) {
        poxml = XMLType(rs.getOPAQUE(1));
    }

    public void restart() {
        Game g = new Game();
        g.playGame();
    }

}
",,,,3,3,3,8,8,3,I cannot reproduce the issue,Yes,Yes,N/A,"
import java.io.File;

public class NewClass {

    public static void main(String[] args) {
        final DocumentRegistryResource documentRegistryResource = RestClientFactory.getInstance().createDocumentRegistryResource(
                        getUserRestAuth());
        final File importFile = new File(
                this.getClass().getResource(""/documents-template-test.xml"").getFile());
    }

}
",,,,4,4,4,7,9,6,I cannot reproduce the issue,Yes,No,"package testjava;

import java.io.FileInputStream;
import java.io.IOException;
import java.io.InputStream;
import sun.audio.AudioPlayer;
import sun.audio.AudioStream;

public class NewClass {

private String filename;

public MusicPlayer(String filename) {
    this.filename = filename;
}
public void play() {
    try {
            InputStream in = new FileInputStream(filename);
            AudioStream as = new AudioStream(in);
            AudioPlayer.player.start(as); 

    } catch (IOException e) {
            e.printStackTrace();
    }          
}",,,,4,4,4,6,9,5,Blocker,Severe,Not a problem,Moderate,Blocker,Severe,Blocker,"To reproduce a code, knowing the original important dependency and definition is important, without that information, code can not be reproduced or wrongly be reproduced. ",C1,C2,C5,It will provide suggestions to reproduce after pasting the code in IDE. ,Agree,Strongly agree,Strongly agree,Neutral,Neutral,Neutral
2020/06/29 3:32:33 PM CDT,I consent to participate in the study,Yes,2 or less,Student,2 or less,2 or less,10-Jan,I cannot reproduce the issue,Yes,Yes,,"Public void playGame(){}
public void restart(){
    Game g = new Game();
    g.playGame();
}",,,,8,8,9,9,9,7,I cannot reproduce the issue,Yes,Yes,Yes,,"
try {
    Class.forName(""oracle.jdbc.driver.OracleDriver"");
    conn = DriverManager.getConnection(dbURL,user,pw);
} catch (Exception e) {
    System.out.println(e);
}

Statement stmt = null;
String query = ""select e.doc from XMLTABLE e"";
try {
    stmt = conn.createStatement();
    ResultSet rs = stmt.executeQuery(query);
    while (rs.next()) {
        SQLXML poxml = rs.getSQLXML(1);
        String xml1= sqlxml.getString();


        System.out.println(xml1);
    }
} finally {
    if (stmt != null) { stmt.close(); }
}",,,,5,7,5,7,7,6,I cannot reproduce the issue,No,Yes,,"
Static DocumentRegistryResource documentRegistryResource = 
    RestClientFactory.getInstance().createDocumentRegistryResource(
        getUserRestAuth());
final File importFile = new File(
    this.getClass().getResource(""/documents-template-test.xml"").getFile());
BUT, at the 2nd and 3rd invocation, i receive a null exception:

this.getClass().getResource(""/documents-template-test.xml"")",,,,4,4,5,5,7,5,I cannot reproduce the issue,Yes,,"
public class MusicPlayer {

private String ""s1.wav"";

public MusicPlayer(String filename) {
    this.filename = filename;
}
public void play() {
    try {
            InputStream in = new FileInputStream(filename);
            AudioStream as = new AudioStream(in);
            AudioPlayer.player.start(as); 

    } catch (IOException e) {
            e.printStackTrace();
    }          
}",,,,5,5,5,4,4,4,Moderate,Moderate,Moderate,Moderate,Not a problem,Not a problem,Moderate,Most of time it's difficult to understand codes without proper asking. It's not a problem getting a short snnipesst but proper clases objects make annoying.,C7,C1,C6,IntelliJ,Agree,Strongly agree,Neutral,Neutral,Agree,Agree
2020/06/29 6:44:15 AM CDT,I consent to participate in the study,Yes,2 or less,Student,2 or less,2 or less,10-Jan,I cannot reproduce the issue,Yes,Yes,,"public void restart(){
    Game g = new Game();
    g.playGame();
}",,,,2,2,2,9,3,3,I cannot reproduce the issue,Yes,Yes,Yes,"This is a compiler error, not an execution error", poxml = XMLType(rs.getOPAQUE(1));,,,,5,4,5,9,4,5,I cannot reproduce the issue,Yes,Yes,,"final DocumentRegistryResource documentRegistryResource = 
    RestClientFactory.getInstance().createDocumentRegistryResource(
        getUserRestAuth());
final File importFile = new File(
    this.getClass().getResource(""/documents-template-test.xml"").getFile());",,,,7,6,7,7,8,7,I cannot reproduce the issue,Yes,,"public class MusicPlayer {

private String filename;

public MusicPlayer(String filename) {
    this.filename = filename;
}
public void play() {
    try {
            InputStream in = new FileInputStream(filename);
            AudioStream as = new AudioStream(in);
            AudioPlayer.player.start(as); 

    } catch (IOException e) {
            e.printStackTrace();
    }          
}",,,,8,7,7,8,8,6,Severe,Blocker,Severe,Moderate,Blocker,Severe,Blocker,"It gets very difficult when the code is very outdated, short or important part is missing.",C2,C5,C7,Need tool support that automatically goes through code to find issues with reproducibility.,Strongly agree,Agree,Strongly agree,Neutral,Neutral,Agree
2020/06/29 6:48:19 PM CDT,I consent to participate in the study,Yes,11-Sep,Student,2 or less,6 or more,10-Jan,I cannot reproduce the issue,Yes,Yes,Need a static method within main class,"public class HelloWorld{

     public static void main(String []args){
        System.out.println(""Hello World"");
        restart();
     }
     public static void restart(){
    Game g = new Game();
    g.playGame();
}

}",,,,5,1,2,4,3,6,I cannot reproduce the issue,Yes,Yes,Yes,Either creating two classes or create a static,"public class HelloWorld{

     public static void main(String []args){
        System.out.println(""Hello World"");
        restart();
        pox=getpomxml(xml.get(1))
     }
     
}",,,,7,2,3,2,4,8,I cannot reproduce the issue,Yes,Yes,,"public class HelloWorld{

     public static void main(String []args){
        System.out.println(""Hello World"");
     final DocumentRegistryResource documentRegistryResource = 
    RestClientFactory.getInstance().createDocumentRegistryResource(
        getUserRestAuth());
final File importFile = new File(
    this.getClass().getResource(""/documents-template-test.xml"").getFile());

     }
     
}",,,,6,3,4,2,5,7,I cannot reproduce the issue,No,various imports Systematic way of class implementation and new main method,"

import java.io.*;
import java.io.IOException;
import javax.sound.sampled.*;
import javax.sound.midi.*;
import sun.audio.AudioPlayer;
import sun.audio.AudioStream;
public class MusicPlayer {

private String filename;

public MusicPlayer(String filename) {
    this.filename = filename;
}
public void play() {
    try {
            InputStream in = new FileInputStream(filename);
            AudioStream as = new AudioStream(in);
            AudioPlayer.player.start(as); 

    } catch (IOException e) {
            e.printStackTrace();
    }    
}
    
         public static void main(String []args){
             new MusicPlayer(""s1.wav"").play();
             
         }
}",,,,9,4,5,5,6,6,Blocker,Blocker,Moderate,Moderate,Blocker,Severe,Moderate,Short code is the most common and severe,C2,C1,C5,Adding probable missing code snippet,Agree,Agree,Strongly agree,Strongly agree,Agree,Agree
2020/06/30 10:16:46 AM CDT,I consent to participate in the study,Yes,08-Jun,Technical lead,08-Jun,05-Mar,20-Nov,I cannot reproduce the issue,Yes,Yes,Additional information about the bean scope was not clearly defined,"// I am not clear about the problem. But I'm guessing something like that.
public class HelloWorld{

     public static void main(String []args){
        System.out.println(""Hello World"");
        Game g = new Game();
        g.playGame();
        restart();
     }
     
     public static void restart(){
        Game g = new Game();
        g.playGame();
     }
}

class Game {
    private String playerName;
    
    public Game() {
        this.playerName = ""ABCD"";
    }
    
    void playGame() {
        System.out.println(""Player who started playing: ""+this.playerName);
    }
}",,,,7,5,6,4,4,7,I cannot reproduce the issue,Yes,No,Yes,,"while(rs.next()) { 
       XMLType poxml = XMLType.createXML(orset.getOPAQUE(1)); 
}",,,,8,5,6,5,5,7,I cannot reproduce the issue,Yes,Yes,,"final String fileName = ""/documents-template-test.xml"";
final DocumentRegistryResource documentRegistryResource = 
    RestClientFactory.getInstance().createDocumentRegistryResource(
        getUserRestAuth());

ClassLoader classLoader = new ReadResourceFileDemo().getClass().getClassLoader();
    
final File importFile = new File(classLoader.getResource(fileName).getFile());",,,,8,6,5,4,6,7,I can reproduce the issue,,,,"Addition of Classes and Methods;Exception Handling;Invocation of Methods;External File, Database and Dataset Creation",,"public class MusicPlayer {

private String filename;

public MusicPlayer(String filename) {
    this.filename = filename;
}
public void play() {
    try {
            InputStream in = getClass().getClassLoader().getResourceAsStream(filename);
            AudioStream as = new AudioStream(in);
            AudioPlayer.player.start(as); 

    } catch (IOException e) {
            e.printStackTrace();
    }          
}",7,4,7,4,5,8,Moderate,Blocker,Not a problem,Moderate,Blocker,Moderate,Moderate,"If I would like to post any problem in stackoverflow, then I should provide information as much as possible. Otherwise the person who will answer the question would get confused it's hard for him to find the clue to reproduce the issue.",C2,C5,C1,IDE like intelliJ,Neutral,Agree,Agree,Disagree,Strongly agree,Agree
2020/07/01 5:38:00 AM CDT,I consent to participate in the study,Yes,05-Mar,Software Developer,05-Mar,05-Mar,10-Jan,I can reproduce the issue,,,,,"Addition of Classes and Methods;Exception Handling;Object Creation, Identifier Declaration and Initialization;External File, Database and Dataset Creation;Debugging",Yes i do..,"OperationResult opResult = mKeyStore.begin(
                mKey.getAlias(),
                purpose,
                true, // permit aborting this operation if keystore runs out of resources
                keymasterInputArgs,
                additionalEntropy,
                mKey.getUid());
        if (opResult == null) {
            throw new KeyStoreConnectException(); // LINE 256. This exception is thrown
        }",8,9,8,8,8,3,I cannot reproduce the issue,Yes,Yes,Yes,yes i faced some problems when i reproducing the issues..,"val cipher = Cipher.getInstance(TRANSFORMATION)
val spec = GCMParameterSpec(128, Base64.decode(ivString, Base64.NO_WRAP))
cipher.init(Cipher.DECRYPT_MODE, getSecretKey(), spec) // Here I get the error.
where getSecretKey() is:

@Throws(NoSuchAlgorithmException::class, UnrecoverableEntryException::class, KeyStoreException::class)
private fun getSecretKey(): SecretKey {
    return (keyStore.getEntry(ALIAS, null) as KeyStore.SecretKeyEntry).secretKey
}",,,,8,8,6,8,9,3,I cannot reproduce the issue,Yes,Yes,Yes i have faced some problems,"func convertAssestsToImages() -> Void {
    if selectedAssets.count != 0{
        for i in 0..<selectedAssets.count{
            let manger = PHImageManager.default()
            let optionB = PHVideoRequestOptions()
            let db = Firestore.firestore()
            let pictureID = randomString(length: 12)
            let video_name = ""Video\(pictureID)""
            let storageRef = Storage.storage().reference()
           
            optionB.isNetworkAccessAllowed = true
        
            manger.requestAVAsset(forVideo: selectedAssets[i], options: optionB) { (asset: AVAsset?, audioMix: AVAudioMix?, info: [AnyHashable : Any]?) -> Void in
                
                if let urlAsset = asset as? AVURLAsset {
                    //***video upload***
                    let localVideoUrl: URL = urlAsset.url as URL
                    let storeVideo = storageRef.child(""NAME1"").child(SUB_NAME).child(video_name)
                    let metaData = StorageMetadata()
                    metaData.contentType = ""image/jpg""
                    
                    storeVideo.putFile(from: localVideoUrl, metadata: metaData) { (StorageMetadata, error) in
                        if error != nil {
                            print(""NOT WORKING"")
                        }else{
                            print(""WORKING"")
                        }
                    }
                }
            }
        }
    }
}",,,,8,8,6,8,9,3,I cannot reproduce the issue,No,,"class Provider implements Serializable {

  Iterator<String> iterator() {
    Stream<String> stream = new BufferedReader(...).lines();
    return stream.iterator();
  }
}",,,,8,9,9,9,9,3,Severe,Moderate,Blocker,Severe,Blocker,Severe,Not a problem,i faced different problem when reproduce issues,C4,C5,C1,Recordkeeping,Agree,Agree,Neutral,Agree,Strongly agree,Agree
2020/07/01 8:44:14 AM CDT,I consent to participate in the study,Yes,08-Jun,Research engineer,2 or less,6 or more,50+,I cannot reproduce the issue,Yes,Yes,No,"public class HelloWorld{

     public static void main(String []args){
        reproduce reproduceObj = new reproduce();
        reproduceObj.restart();
     }
     
     
}

class reproduce
{
    public void restart(){
        Game g = new Game();
        g.playGame();
    }
}",,,,4,5,5,4,5,7,I cannot reproduce the issue,Yes,Yes,Yes,No,"import oracle.xdb.XMLType; 

public class HelloWorld{

     public static void main(String []args){
        AtomicReference<Double> rs 
            = new AtomicReference<Double>(); 
            
            
        // set some value 
        rs.set(564324.2345); 
        
        double poxml = XMLType(rs.getOPAQUE(1));
     }
     
     
}
",,,,7,7,6,7,8,8,I cannot reproduce the issue,Yes,Yes,No,"

public class HelloWorld{

     public static void main(String []args){
        final DocumentRegistryResource documentRegistryResource = 
        RestClientFactory.getInstance().createDocumentRegistryResource(
        getUserRestAuth());
        
        final File importFile = new File(
        this.getClass().getResource(""/documents-template-test.xml"").getFile());
     }
     
     
}
",,,,7,7,6,4,7,8,I can reproduce the issue,,,,Addition of Classes and Methods;Inclusion of Native and External Libraries,syntax error,"import java.io.InputStream;
import sun.audio.AudioData;
import sun.audio.AudioDataStream;
import sun.audio.AudioPlayer;
import sun.audio.AudioStream;
import sun.audio.ContinuousAudioDataStream;

public class HelloWorld{

     public static void main(String []args){
        myaudio maudio = new myaudio();
        naudio.musicPlayer(""sound.wav"");
        maudio.play();
     }
     
     
}

class myaudio
{
    private String filename;
    
    public void MusicPlayer(String filename) {
        this.filename = filename;
    }
    public void play() {
        try {
                InputStream in = new FileInputStream(filename);
                AudioStream as = new AudioStream(in);
                AudioPlayer.player.start(as); 
    
        } catch (IOException e) {
                e.printStackTrace();
        }          
    }
}",6,8,7,10,8,7,Moderate,Blocker,Severe,Not a problem,Blocker,Blocker,Severe,"Stackoverflow has a policy of not copy-pasting full code. Specially, I observed it when I perform the task of moderator/editor. That's what discourage developers from posting full code. Some interface/method can be reproduced. However, with short code snippet that's kind of impossible. External libraries should be mentioned. Sometimes, different libraries can have methods with same name. Thus, creates confusion.",C2,C5,C6,"Some are totally impossible to reproduce. But in some cases if a tool is present, which will show the libraries and code sample involve with a method name that could fasten up the process of reproduction .",Strongly agree,Neutral,Agree,Strongly agree,Strongly agree,Strongly agree
